video_id,video_type,title,desc,create_time,user_id,nickname,avatar,liked_count,disliked_count,video_play_count,video_favorite_count,video_share_count,video_coin_count,video_danmaku,video_comment,last_modify_ts,video_url,video_cover_url,source_keyword
114738189042778,video,到底是什么精神状态才会给上海做一个旅行攻略？！,,1750765979,541343246,阿眯sn,https://i2.hdslb.com/bfs/face/643449adb2c6ba1f63895b029dd431de2203fe79.jpg,9479,0,346451,15342,4745,5378,682,1029,1764320112269,https://www.bilibili.com/video/av114738189042778,http://i1.hdslb.com/bfs/archive/cbf04ce767a079575af1add2849d09a7b929e208.jpg,上海
24265785,video,上海城市宣传片（我见过最好的）,"https://www.youtube.com/watch?v=kI3Oc-sxSoA
上海城市宣传片（我见过最好的），然鹅我只是个搬运工",1527914391,59182276,boboli123456,http://i1.hdslb.com/bfs/face/f4868bf902264ce39c0e23dd5eae7476b8625710.jpg,51805,0,3135942,67367,22112,7653,7415,2019,1764320112278,https://www.bilibili.com/video/av24265785,http://i1.hdslb.com/bfs/archive/9b896cd9cadf2f8fc93421c3750ca629adf9d223.jpg,上海
115604161896078,video,我这是第一次来中国！不是？你们管这叫发展中国家？？？,"博主：Hugh Abroad
关注：24万
播放：36万
点赞：2.7万
翻译：B站Aurora_Home",1763979778,1449327479,Aurora_Home,https://i2.hdslb.com/bfs/face/1a88a2192be03c2f474b54cc589729fe2794103f.jpg,813,0,64891,332,40,52,596,176,1764320112283,https://www.bilibili.com/video/av115604161896078,http://i2.hdslb.com/bfs/archive/6e0a2b966a6f48f1b328133ae339670abcbd05ed.jpg,上海
115495613240048,video,【此刻中国】这不是爽文！上海，一座城的百年摩登,上海，在互联网上被称作“魔都”。很难有一个城市如上海这般，一直与“摩登”二字相连。我们用了3个月时间，收集整理了上海的老地图和地标建筑资料，从中找寻上海的“摩登”之路，探寻上海在中国式现代化的特殊身位。黄浦江水翻涌，从百年前的实业兴邦，到抗战时救亡图存，再到新中国成立后全国典范，改革开放后的中国窗口，以及新时代以来的再次腾飞，上海一次次勇立潮头。,1762323667,222103174,央视网,https://i1.hdslb.com/bfs/face/bc9054b679e187858daa6004633d0f45654b99ae.jpg,3949,0,68683,2454,385,925,116,217,1764320112288,https://www.bilibili.com/video/av115495613240048,http://i2.hdslb.com/bfs/archive/825973c3f9b0db2cfebd16be39a5f896f63736ed.jpg,上海
227461382,video,来上海旅游，别就知道迪士尼！还有其他好玩的地方哪！,趁着天气晴朗，趁着阳光明媚，来上海玩啊，上海除了迪士尼，还有别的景区呢，也很适合去玩一玩的！,1681379862,1973978783,爱旅游的穷鬼,https://i2.hdslb.com/bfs/face/81194ba327ce403f10713704ed80c1a8a510a19f.jpg,8917,0,514437,9522,4893,2439,1118,1101,1764320112292,https://www.bilibili.com/video/av227461382,http://i0.hdslb.com/bfs/archive/d65536bac88bab7da2d96d495f011dd3dcb9ec18.jpg,上海
115483936361456,video,上海citywalk路线首选之【巨鹿路】！走在被桂花香围绕的街道，让我重新认识了什么是「海派浪漫」！酒吧和咖啡店的密集度让人惊叹！,,1762147673,406079540,小白Ethan,https://i2.hdslb.com/bfs/face/5e9be04a4725986b23bae5eb9c4354b3bf0beaad.jpg,1796,0,157071,2227,445,553,194,181,1764320112295,https://www.bilibili.com/video/av115483936361456,http://i0.hdslb.com/bfs/archive/d20ff4db8505a38d0bd4418ee80eb8209bd51b4f.jpg,上海
113344153390770,video,冷漠、无趣、极致内卷，在上海生活是种什么体验？,快节奏的内卷之都？在上海生活是种什么体验？,1729494726,132711219,老实人英杰,https://i0.hdslb.com/bfs/face/0a91e40ae2323cddbeae35c2cc9bf22c4e93490c.jpg,2198,0,438070,2259,243,352,835,923,1764320112299,https://www.bilibili.com/video/av113344153390770,http://i2.hdslb.com/bfs/archive/3c5e098e1552910e15d73a3d27faa6ace1e0a715.jpg,上海
104,video,矢岛美容室·三部曲·,画质什么的太残念了=3=……（Orz……|PS，次女越来越不好看了=3=）,1247568362,404,啊一呜诶欧,https://i2.hdslb.com/bfs/face/7c3d35f10d33a8dc998b10a7a7e64a66181d95b3.jpg,1763,0,177343,2053,330,114,386,660,1764320112303,https://www.bilibili.com/video/av104,http://i1.hdslb.com/bfs/archive/1efd41d3dd8364af6ea85ef6f1ca9de2d80b3b90.jpg,上海
394276774,video,上海：什么是上海？14分钟上帝视角，深度解构真实魔都！ 观世界·见自己  [城市漫谈-四大一线],-,1676208097,1562635635,城市漫谈,https://i0.hdslb.com/bfs/face/7906d4b8e0e925e37c5e81c7acd5aad81ca116f2.jpg,3099,0,192505,3561,1270,734,240,302,1764320112306,https://www.bilibili.com/video/av394276774,http://i2.hdslb.com/bfs/archive/c57a9f5414c55f766b9c55c9bbaf96e74488a728.jpg,上海
113839433584848,video,[中字]韩女的第一次中国上海之旅vlog🇨🇳推荐大家都去上海🌹推荐住宿，舒舒通，加上美味多丽科斯【INGHWA】外嵌中英字幕,"INGHWA 잉화

请勿用于任何商业用途",1737052893,1936538451,BunnySarang,https://i0.hdslb.com/bfs/face/7dcc6e5be4761676cd0365b89197ea58da1fa4b1.jpg,11118,0,461629,6008,1771,1877,1804,617,1764320112310,https://www.bilibili.com/video/av113839433584848,http://i0.hdslb.com/bfs/archive/9a613754c0c9a0a8fc95d4acded97c0d64ebb282.jpg,上海
